year,RNP,vessel_registration_number,species_permit,fishing_gear_number,fishing_gear_type_en
2015,305006926,NA,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2017,306001918,3101443613-5,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2015,306001090,7019367133,ESCAMA MARINA,12,HOOK AND LINES / ROD AND REEL
2017,305006595,30031679131,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2011,305007585,2011042139,ESCAMA MARINA,24,HOOK AND LINES / ROD AND REEL
2017,305006819,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2016,305006264,1801133313-9,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2015,305006819,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2016,305005910,NA,ESCAMA MARINA,24,HOOK AND LINES / ROD AND REEL
2012,305005985,25040172133,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2012,306001892,2502045713-1,ESCAMA MARINA,18,HOOK AND LINES / ROD AND REEL
2016,305003162,28022421139,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2017,305007759,3002501813-5,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2014,305006645,0201343713-6,ESCAMA,21,HOOK AND LINES / ROD AND REEL
2016,305000036,NA,ESCAMA MARINA,210,HOOK AND LINES / ROD AND REEL
2015,305006884,30031082135,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2016,305007056,0303021013-8,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2012,306001918,14024200138,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2014,305006728,0301063513-6,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2015,306001744,3102044713-5,ESCAMA MARINA,21,HOOK AND LINES / ROD AND REEL
2013,306001280,2802134713-9,ESCAMA MARINA,12,HOOK AND LINES / ROD AND REEL
2015,305007312,NA,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2015,305007221,0301041513-5,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2017,305006371,NA,ESCAMA MARINA,50,HOOK AND LINES / ROD AND REEL
2015,305007338,25042407132,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2017,306001702,NA,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2017,306001793,26023578138,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2015,305006934,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2015,306001769,3102301213-6,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2017,305006777,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,305008054,0201137513-6,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2017,305006512,2802104013-6,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2015,305006785,0302384513-3,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,305006868,3101397813-6,ESCAMA MARINA,14,HOOK AND LINES / ROD AND REEL
2017,302000567,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2013,306001744,2802272113-7,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2014,306000274,2601203013-3,ESCAMA MARINA,15,HOOK AND LINES / ROD AND REEL
2016,305006249,0303002013-6,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,305006843,3002435313-6,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2016,305006249,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,305004749,0302031813-5,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2015,305007445,NA,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2016,306000118,3103148810-8,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2015,305006777,NA,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2017,305008328,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2015,305007429,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,305006371,3102088313-2,ESCAMA MARINA,50,HOOK AND LINES / ROD AND REEL
2012,305007643,2502054313-5,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2015,306000951,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2014,305007189,NA,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2017,306001769,NA,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2013,306001280,18018978132,ESCAMA MARINA,12,HOOK AND LINES / ROD AND REEL
2017,305004244,12026951133,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2015,305007064,NA,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2016,305007155,0303021413-8,ESCAMA MARINA,12,HOOK AND LINES / ROD AND REEL
2015,305006512,NA,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2017,305006736,3002957113-2,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2016,305006744,1801729313-3,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2015,306001108,7019407138,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2014,306001033,14010778134,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2016,312000805,3101504313-1,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2015,305007759,NA,ESCAMA MARINA,12,HOOK AND LINES / ROD AND REEL
2016,305002929,12022151138,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2017,305004244,3001314313-2,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2014,305006728,0202106513-6,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2017,305005878,3002878513-8,ESCAMA MARINA,11,HOOK AND LINES / ROD AND REEL
2016,306001710,NA,ESCAMA MARINA,1,HOOK AND LINES / ROD AND REEL
2012,305007296,25044237137,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2015,306001777,NA,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2015,305007411,0201347113-6,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2016,305006876,NA,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2017,306001926,2503083713-1,ESCAMA MARINA,18,HOOK AND LINES / ROD AND REEL
2017,305006736,0302340313-7,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2015,302000567,25015400137,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,305007221,0303086313-7,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2015,305006306,3101304713-5,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2015,305007270,0304070213-4,ESCAMA MARINA,45,HOOK AND LINES / ROD AND REEL
2014,305006397,NA,ESCAMA MARINA,16,HOOK AND LINES / ROD AND REEL
2016,305005811,3102143813-5,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2017,305023491,3103105213-2,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2016,305007593,NA,ESCAMA MARINA,25,HOOK AND LINES / ROD AND REEL
2015,305006777,0302390113-5,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2014,305006645,NA,ESCAMA,21,HOOK AND LINES / ROD AND REEL
2017,306001793,NA,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2017,305000127,NA,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2016,305003162,NA,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2016,305008047,1801665113-8,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,305006884,0305240013-7,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2017,305006092,3101156113-6,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2015,302001169,NA,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2017,306001918,NA,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2015,302001250,3103003213-7,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2012,306001290,14022277133,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2015,305006827,2502564913-8,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,306001926,3002827913-8,ESCAMA MARINA,18,HOOK AND LINES / ROD AND REEL
2013,305007817,2802228813-3,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2016,306001082,1401209913-7,ESCAMA MARINA,1,HOOK AND LINES / ROD AND REEL
2016,306001290,NA,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2015,302000567,30030787134,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2017,306001785,2602390013-1,ESCAMA MARINA,9,HOOK AND LINES / ROD AND REEL
2017,306001785,2602381313-3,ESCAMA MARINA,21,HOOK AND LINES / ROD AND REEL
2015,305007312,14026416134,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2012,306001108,14022282139,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2017,305007320,NA,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2017,305005829,NA,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2015,306001090,7019382136,ESCAMA MARINA,6,HOOK AND LINES / ROD AND REEL
2016,305006835,NA,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2016,305007270,NA,ESCAMA MARINA,45,HOOK AND LINES / ROD AND REEL
2017,305005795,NA,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,302001250,2802136313-3,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2017,305006892,NA,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2013,302001268,2802135813-0,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2015,305006470,30034304134,ESCAMA MARINA,60,HOOK AND LINES / ROD AND REEL
2015,306001744,0701B07213-5,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2017,305006397,0302501013-7,ESCAMA MARINA,16,HOOK AND LINES / ROD AND REEL
2017,305006967,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2016,305007031,14024647139,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2012,306001934,1402162413-6,ESCAMA MARINA,30,HOOK AND LINES / ROD AND REEL
2017,302001250,3032332132,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2014,306001827,12012452138,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2014,305007650,NA,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2006,305006256,1401249913-8,ESCAMA,6,HOOK AND LINES / ROD AND REEL
2016,305008179,NA,ESCAMA,10,HOOK AND LINES / ROD AND REEL
2006,305006256,1401249513-2,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,306001777,28040602133,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,306001785,25012592132,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305001893,12026040134,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2016,306001744,30031662135,ESCAMA MARINA,14,HOOK AND LINES / ROD AND REEL
2014,305004715,3102127613-5,ESCAMA,15,HOOK AND LINES / ROD AND REEL
2013,305006975,2802210013-6,ESCAMA,2,HOOK AND LINES / ROD AND REEL
2014,305006728,NA,ESCAMA,12,HOOK AND LINES / ROD AND REEL
2015,305000713,30032191135,ESCAMA MARINA,14,HOOK AND LINES / ROD AND REEL
2011,306001785,0302134713-6,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305000069,30032774134,ESCAMA MARINA,100,HOOK AND LINES / ROD AND REEL
2011,305007304,14010685136,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305004244,14021457138,ESCAMA MARINA,16,HOOK AND LINES / ROD AND REEL
2013,306001777,3102217713-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2006,305006256,12028931135,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2011,305007361,14010687131,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305006892,NA,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2013,305006975,1501128213-3,ESCAMA,2,HOOK AND LINES / ROD AND REEL
2013,305006322,3102247313-9,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2011,305007437,14010691133,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2017,305007643,NA,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2011,306001789,0302024713-0,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007627,12010309133,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2014,305007650,28021747138,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2009,306001140,7015065134,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,305005795,2601211013-2,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,312003261,3001064713-8,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2012,306001290,14022277133,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2012,305007650,25043518136,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2013,306001041,2012554134,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006512,0302231413-5,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305004244,0302169413-6,ESCAMA MARINA,16,HOOK AND LINES / ROD AND REEL
2014,305000069,3102000913-5,ESCAMA MARINA,100,HOOK AND LINES / ROD AND REEL
2014,305007296,12027680138,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,305007338,0701267213-6,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007437,2501997413-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305007312,1402579113-9,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,306007288,0304084213-2,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2016,305008179,18017670138,ESCAMA,10,HOOK AND LINES / ROD AND REEL
2014,306001827,NA,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2015,305006918,3101219010-9,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2015,305004665,0701958013-9,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2015,305006637,30035106136,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2012,306001290,2502052613-3,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,306001785,0303078713-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305007056,14021481135,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2013,305007445,0304159713-7,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,306001290,2602455513-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,306001041,2502254013-6,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305000127,3102204713-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305007452,3001945713-7,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2015,305006918,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2015,305000713,NA,ESCAMA MARINA,14,HOOK AND LINES / ROD AND REEL
2012,306001290,25043495134,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2014,305004715,28022548139,ESCAMA,15,HOOK AND LINES / ROD AND REEL
2011,306007288,14010696132,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007627,0601161313-3,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2014,305006546,14021712134,ESCAMA,42,HOOK AND LINES / ROD AND REEL
2016,305023269,NA,ESCAMA,4,HOOK AND LINES / ROD AND REEL
2016,305008179,2502223313-1,ESCAMA,10,HOOK AND LINES / ROD AND REEL
2014,305007056,NA,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2014,305004764,1402046813-4,ESCAMA MARINA,12,HOOK AND LINES / ROD AND REEL
2014,305007593,0201365913-2,ESCAMA MARINA,25,HOOK AND LINES / ROD AND REEL
2012,305007056,25043497139,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2015,305006637,2501447813-9,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2009,306001819,7015363137,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2014,312003261,0202132513-7,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2014,305007056,3001028013-6,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2013,303000285,3003545413-5,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305004764,3001659613-8,ESCAMA MARINA,12,HOOK AND LINES / ROD AND REEL
2014,305007452,3102235513-6,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2011,305006736,0305034013-6,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2006,305006256,3102286213-3,ESCAMA,6,HOOK AND LINES / ROD AND REEL
2012,306001033,0701404913-1,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,305007627,2501A825133,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,306001041,2502253813-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2006,305006256,0302510413-8,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2006,305006256,2601220513-6,ESCAMA,6,HOOK AND LINES / ROD AND REEL
2013,305006918,0302348613-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2009,305005720,3102343813-8,ESCAMA,3,HOOK AND LINES / ROD AND REEL
2013,306001041,3002059613-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305006728,2504224410-6,ESCAMA,12,HOOK AND LINES / ROD AND REEL
2014,305000069,NA,ESCAMA MARINA,100,HOOK AND LINES / ROD AND REEL
2013,306001777,0302380813-9,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2015,305006967,27022807137,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2013,306001777,3102247713-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006371,28022573131,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305003188,NA,ESCAMA MARINA,16,HOOK AND LINES / ROD AND REEL
2013,305006322,0302346613-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006866,2601214713-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305007304,25011161136,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2011,305003154,14022514136,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2011,306001789,30028772134,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2009,306001140,0303015313-7,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2009,306001140,7010088137,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2009,305007106,7010089136,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2011,305003154,0201366113-6,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2009,305007106,14013703135,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2011,306001785,30029734132,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2015,305006967,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2016,306001827,3102123913-2,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2013,305007007,3103166810-8,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305007361,2501995913-8,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305007361,0303136013-6,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305007403,3032538135,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305006371,3003260913-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2006,305006256,0302522313-8,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,305006371,1402213213-8,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2011,305007445,28045241131,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2011,305007437,0202111413-8,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2011,306007288,0202102913-5,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007403,2501996013-8,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007338,3024079138,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007312,3101065513-9,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007437,0701265613-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006512,1402587613-6,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2009,305005720,0301046313-7,ESCAMA,3,HOOK AND LINES / ROD AND REEL
2014,305002305,2502366713-1,ESCAMA MARINA,200,HOOK AND LINES / ROD AND REEL
2011,306001744,14010693136,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2012,305007056,14022281139,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2013,306001777,0302355413-5,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,306001777,28043774138,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006322,28040585138,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2012,306001033,25040194136,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2014,305007296,1402272313-6,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2009,306001819,0303015213-7,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2016,306001827,0302365513-8,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2013,306001041,2502253913-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305004715,3102342613-0,ESCAMA,10,HOOK AND LINES / ROD AND REEL
2012,305007650,2502048913-8,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2013,306001041,3002056613-8,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305001893,NA,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2013,306001041,3002058313-8,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2017,305007643,2802134313-2,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,305005795,28020856136,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305007643,28021746134,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2014,305001521,NA,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2013,305007312,3102342813-2,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2011,306001789,3001132413-8,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305006322,28045076133,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2011,305007304,25043822133,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2012,305006876,14022295134,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2013,305006371,28022570132,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305004715,28022547132,ESCAMA,10,HOOK AND LINES / ROD AND REEL
2014,306001290,2504222810-3,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,305006371,1402379413-9,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2011,305007346,25019761136,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2009,306001140,0303074013-0,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,306001290,0303011113-6,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305007452,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2011,305006736,3102219010-9,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2012,305006876,2502050713-4,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2014,305007593,12029060133,ESCAMA MARINA,25,HOOK AND LINES / ROD AND REEL
2006,305006256,3102062113-8,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2011,305007429,14010688137,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305004764,NA,ESCAMA MARINA,12,HOOK AND LINES / ROD AND REEL
2015,305008195,NA,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2014,305004715,NA,ESCAMA,15,HOOK AND LINES / ROD AND REEL
2011,305007361,25019758139,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2011,305007429,25019759139,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007304,2802050813-2,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006371,1402212413-7,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2011,305007445,2603348013-3,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2012,305007056,2502052813-7,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2016,305023269,6012254136,ESCAMA,4,HOOK AND LINES / ROD AND REEL
2009,305007106,3102118713-3,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,305007320,0701266713-4,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305002305,NA,ESCAMA MARINA,200,HOOK AND LINES / ROD AND REEL
2014,305004715,NA,ESCAMA,10,HOOK AND LINES / ROD AND REEL
2013,305007445,30018319135,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305006728,0302033813-9,ESCAMA,12,HOOK AND LINES / ROD AND REEL
2006,305006256,3102127213-7,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,305006371,28022569139,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006371,28022572132,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2016,306001744,0701522013-0,ESCAMA MARINA,14,HOOK AND LINES / ROD AND REEL
2011,306007288,25043828138,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305006371,1402642313-6,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305007593,NA,ESCAMA MARINA,25,HOOK AND LINES / ROD AND REEL
2016,305023269,18011687138,ESCAMA,4,HOOK AND LINES / ROD AND REEL
2015,305004665,NA,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,305007445,2802047113-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,306007288,2502271413-5,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305007643,3001684613-5,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2011,305003154,3102231213-2,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,305006371,3003342513-6,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305006546,3101539813-6,ESCAMA,42,HOOK AND LINES / ROD AND REEL
2013,306001041,2012555135,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,306001041,2012556135,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2009,306001140,3102122813-6,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,305006322,0302381013-5,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006322,28042906138,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305007320,2603338513-5,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2011,305007346,14010689136,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305001893,0202034913-4,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2011,306001744,25043830133,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305007007,1402584113-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2011,306001744,0202049013-5,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305006322,3102256813-2,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305007304,26021369100,ESCAMA,0,HOOK AND LINES / ROD AND REEL
